RX,RZ,X,Y,Z
-2.055899999999994,148.6135,-0.8531240256943052,-0.5204732608538023,-0.035874524656812116
7.549400000000006,18.165499999999994,0.9419239182149729,-0.30906047244046675,0.13138096007195396
-14.943799999999996,149.4279,-0.8318704636539627,-0.49142022504278843,-0.2578714682143732
2.7091999999999956,-71.65200000000002,0.3144358956954142,0.948101214603355,0.047266842139767694
3.335800000000006,116.824,-0.45048681067169427,-0.8908848480427044,0.05818780747521371
0.3585000000000065,257.79200000000003,-0.21145712804604677,0.9773672459179537,0.0062569645413985174
-4.8337999999999965,185.7961,-0.9913490909365659,0.10062939376738818,-0.08426568108816512
-0.5905000000000058,104.5428,-0.2510898056990404,-0.9679089296573297,-0.010305986785385895
4.5416000000000025,-41.620000000000005,0.7452190114656307,0.662101725028514,0.07918289376155702
-27.7607,22.835300000000004,0.8155458952186709,-0.3434153254427397,-0.4657797838496576
1.1214999999999975,85.27129,0.08242210542793803,-0.9964052936301399,0.019572617675223142
7.247000000000014,55.9012,0.5561431569625439,-0.821457069094234,0.12614702770515895
-32.1126,43.9354,0.6099474364315942,-0.5876918095363989,-0.5315848585074253
-2.7653999999999996,226.966,-0.6816375108058044,0.7300976439134077,-0.04824659795838273
4.107399999999998,83.08909,0.12001682082019435,-0.9901846497066549,0.07162626756660172
-17.589699999999993,154.5472,-0.8607226968708964,-0.4096736340795369,-0.30219853181535594
7.613399999999999,-17.422999999999988,0.9457092403090838,0.2967842785348202,0.1324882062999643
-4.278499999999994,218.71,-0.7781466697469598,0.6236360510439751,-0.07460453203386738
4.462299999999999,-51.774,0.6168893067524317,0.7831949042481717,0.07780311802364485
1.7108999999999952,-85.481,0.07875455714073437,0.9964468450783659,0.029856400702994747
0.34269999999999357,197.11700000000002,-0.9556886339422822,0.2943186370384738,0.005981207683213674
-2.627899999999997,248.187,-0.3711877266743946,0.9274251999430738,-0.045849428315353394
-11.133700000000005,128.5856,-0.6119449793228056,-0.7669654995926195,-0.1930991059436958
-1.279200000000003,163.32659999999998,-0.9577170587835387,-0.28684430726744603,-0.022324397041507717
1.6633000000000067,124.04599999999999,-0.5596224250191174,-0.8282392369725283,0.029025984132951908
-0.8277999999999963,106.6782,-0.28696611180222403,-0.9578317833778588,-0.014447332913171835
-0.8472000000000008,243.309,-0.44912955964494927,0.8933442875464392,-0.014785890615006783
-5.2446000000000055,211.45100000000002,-0.8495152917979335,0.5195848240115251,-0.09140776585380696
-4.414500000000004,179.95999999999998,-0.9970330618328642,-0.0006960605002932881,-0.07697135254082432
-0.256299999999996,153.0796,-0.8916274640785663,-0.45274767278299727,-0.004473263954324373
0.24039999999999395,116.92920000000001,-0.4528851563516581,-0.8915589889407077,0.0041957592110627405
8.536199999999994,-15.817999999999998,0.9514741719574951,0.269562930052251,0.14843425089730586
-12.360799999999998,33.966,0.8101436205176937,-0.5457495804232356,-0.21406706800053457
10.50200000000001,16.597099999999998,0.9422834942523761,-0.2808549788935517,0.18226984745216318
-9.089299999999994,66.8591,0.3880589287022237,-0.9079948177728877,-0.15797366474214297
11.75399999999999,49.2204,0.6394552779389431,-0.7413495412438548,0.20371010091194558
3.027699999999996,80.01466,0.17315415289693234,-0.9834774118621817,0.05281874375077655
62.860000000000014,-81.48500000000001,0.06754377948328322,0.45113802171858675,0.8898945573566306
64.36000000000001,-69.513,0.15144810514614532,0.40534670533585,0.901530653899807
3.4838000000000022,51.7947,0.6173381454696636,-0.784347543098116,0.06076632113288988
5.503799999999998,22.999899999999997,0.9162618570973067,-0.3889281960758305,0.09591176948526707
5.0686000000000035,-13.207000000000008,0.969744055471242,0.22757641266003048,0.08834841978768146
3.231099999999998,-40.75399999999999,0.7563151958307628,0.6517748739469283,0.056363447791460373
1.2395999999999958,-65.08500000000001,0.42117467205796155,0.906721506876067,0.021633413629452303
3.6555000000000035,-58.572,0.5203658181227981,0.8515599979788202,0.06375723623011562
